wavelength,,Diatoms (pennate),Chlorophytes,Diatoms (centric),Cryptophytes,Cyanobacteria (blue),Cyanobacteria (red),Dinoflagellates,Eustigmatophytes,Haptophytes: Pavlovaceae,Pelagophytes,Prasinophytes,Prochlorococcus,Haptophytes: Prymnesiaceae,Raphidophytes,Rhodophytes,Synechococcus spp,Microcystis-like (vacuolate)
810,,0.000417,0.000058,0.000123,0.000177,0.000220,0.000047,0.000084,0.000154,0.000592,0.000090,0.000372,0.001507,0.000264,0.000075,0.000379,0.000459,0.000018
811,,0.000415,0.000058,0.000123,0.000177,0.000216,0.000043,0.000081,0.000154,0.000591,0.000089,0.000371,0.001507,0.000264,0.000075,0.000378,0.000457,0.000018
812,,0.000413,0.000058,0.000122,0.000177,0.000211,0.000038,0.000078,0.000153,0.000591,0.000088,0.000370,0.001506,0.000263,0.000075,0.000376,0.000454,0.000018
813,,0.000411,0.000057,0.000122,0.000177,0.000207,0.000034,0.000076,0.000152,0.000591,0.000087,0.000369,0.001506,0.000262,0.000075,0.000375,0.000452,0.000018
814,,0.000409,0.000057,0.000122,0.000176,0.000204,0.000031,0.000073,0.000152,0.000590,0.000086,0.000369,0.001506,0.000262,0.000075,0.000374,0.000450,0.000018
815,,0.000408,0.000057,0.000122,0.000176,0.000200,0.000028,0.000071,0.000152,0.000590,0.000086,0.000368,0.001505,0.000262,0.000075,0.000373,0.000449,0.000018
816,,0.000407,0.000057,0.000122,0.000176,0.000197,0.000025,0.000069,0.000151,0.000590,0.000086,0.000368,0.001505,0.000261,0.000075,0.000373,0.000447,0.000018
817,,0.000406,0.000057,0.000122,0.000176,0.000194,0.000022,0.000067,0.000151,0.000590,0.000086,0.000368,0.001505,0.000261,0.000075,0.000373,0.000446,0.000017
818,,0.000405,0.000057,0.000122,0.000176,0.000192,0.000019,0.000065,0.000151,0.000590,0.000086,0.000368,0.001505,0.000261,0.000075,0.000373,0.000446,0.000017
819,,0.000404,0.000057,0.000122,0.000176,0.000189,0.000017,0.000063,0.000151,0.000590,0.000086,0.000369,0.001505,0.000261,0.000075,0.000373,0.000446,0.000017
820,,0.000403,0.000057,0.000122,0.000177,0.000187,0.000015,0.000061,0.000152,0.000590,0.000087,0.000369,0.001506,0.000260,0.000075,0.000373,0.000446,0.000017
821,,0.000402,0.000057,0.000122,0.000177,0.000185,0.000014,0.000060,0.000152,0.000590,0.000088,0.000370,0.001506,0.000260,0.000075,0.000373,0.000446,0.000017
822,,0.000402,0.000057,0.000122,0.000177,0.000183,0.000012,0.000059,0.000152,0.000590,0.000089,0.000370,0.001506,0.000260,0.000075,0.000373,0.000446,0.000017
823,,0.000402,0.000057,0.000123,0.000177,0.000181,0.000011,0.000058,0.000153,0.000590,0.000090,0.000371,0.001507,0.000260,0.000075,0.000372,0.000446,0.000017
824,,0.000402,0.000057,0.000123,0.000177,0.000180,0.000010,0.000056,0.000154,0.000590,0.000091,0.000372,0.001507,0.000261,0.000075,0.000372,0.000446,0.000017
825,,0.000402,0.000057,0.000123,0.000177,0.000178,0.000009,0.000056,0.000154,0.000590,0.000092,0.000373,0.001508,0.000261,0.000076,0.000372,0.000446,0.000017
826,,0.000403,0.000057,0.000123,0.000177,0.000176,0.000009,0.000055,0.000155,0.000590,0.000093,0.000374,0.001508,0.000261,0.000076,0.000372,0.000446,0.000017
827,,0.000403,0.000057,0.000123,0.000178,0.000175,0.000009,0.000054,0.000156,0.000591,0.000095,0.000375,0.001509,0.000261,0.000076,0.000372,0.000446,0.000017
828,,0.000403,0.000057,0.000124,0.000178,0.000174,0.000009,0.000054,0.000157,0.000591,0.000096,0.000376,0.001509,0.000262,0.000076,0.000372,0.000446,0.000016
829,,0.000403,0.000058,0.000124,0.000178,0.000174,0.000009,0.000053,0.000157,0.000591,0.000098,0.000377,0.001510,0.000262,0.000076,0.000372,0.000446,0.000016
830,,0.000403,0.000058,0.000124,0.000178,0.000173,0.000009,0.000053,0.000158,0.000591,0.000099,0.000379,0.001511,0.000262,0.000076,0.000372,0.000446,0.000016
831,,0.000403,0.000058,0.000125,0.000179,0.000173,0.000010,0.000053,0.000159,0.000592,0.000101,0.000380,0.001511,0.000263,0.000076,0.000372,0.000446,0.000016
832,,0.000403,0.000058,0.000125,0.000179,0.000172,0.000010,0.000053,0.000160,0.000592,0.000103,0.000381,0.001512,0.000263,0.000076,0.000373,0.000447,0.000016
833,,0.000403,0.000058,0.000125,0.000179,0.000172,0.000010,0.000052,0.000161,0.000592,0.000104,0.000383,0.001513,0.000264,0.000076,0.000373,0.000447,0.000016
834,,0.000403,0.000058,0.000126,0.000179,0.000172,0.000010,0.000052,0.000162,0.000592,0.000106,0.000384,0.001513,0.000264,0.000076,0.000374,0.000447,0.000016
835,,0.000404,0.000059,0.000126,0.000180,0.000172,0.000011,0.000052,0.000163,0.000593,0.000108,0.000386,0.001514,0.000264,0.000076,0.000374,0.000448,0.000016
836,,0.000405,0.000059,0.000126,0.000180,0.000172,0.000011,0.000053,0.000164,0.000593,0.000109,0.000387,0.001515,0.000265,0.000077,0.000375,0.000449,0.000016
837,,0.000405,0.000059,0.000126,0.000180,0.000172,0.000011,0.000053,0.000165,0.000593,0.000111,0.000388,0.001515,0.000265,0.000077,0.000375,0.000450,0.000016
838,,0.000406,0.000059,0.000127,0.000180,0.000172,0.000012,0.000053,0.000166,0.000594,0.000113,0.000390,0.001516,0.000266,0.000077,0.000376,0.000451,0.000016
839,,0.000406,0.000059,0.000127,0.000181,0.000172,0.000013,0.000053,0.000167,0.000594,0.000114,0.000391,0.001517,0.000266,0.000077,0.000376,0.000452,0.000015
840,,0.000407,0.000060,0.000127,0.000181,0.000172,0.000014,0.000053,0.000168,0.000594,0.000116,0.000392,0.001517,0.000267,0.000077,0.000377,0.000453,0.000015
841,,0.000407,0.000060,0.000128,0.000181,0.000173,0.000015,0.000053,0.000169,0.000595,0.000117,0.000394,0.001518,0.000267,0.000077,0.000377,0.000454,0.000015
842,,0.000408,0.000060,0.000128,0.000181,0.000173,0.000015,0.000054,0.000169,0.000595,0.000119,0.000395,0.001519,0.000267,0.000077,0.000378,0.000454,0.000015
843,,0.000408,0.000060,0.000128,0.000182,0.000173,0.000016,0.000054,0.000170,0.000595,0.000120,0.000396,0.001519,0.000268,0.000077,0.000378,0.000455,0.000015
844,,0.000409,0.000060,0.000128,0.000182,0.000174,0.000017,0.000054,0.000171,0.000595,0.000121,0.000397,0.001520,0.000268,0.000077,0.000379,0.000456,0.000015
845,,0.000410,0.000060,0.000129,0.000182,0.000174,0.000018,0.000054,0.000171,0.000596,0.000122,0.000398,0.001520,0.000268,0.000077,0.000379,0.000457,0.000015
846,,0.000410,0.000061,0.000129,0.000182,0.000175,0.000019,0.000055,0.000172,0.000596,0.000123,0.000399,0.001520,0.000269,0.000077,0.000380,0.000457,0.000015
847,,0.000410,0.000061,0.000129,0.000182,0.000176,0.000019,0.000055,0.000173,0.000596,0.000124,0.000399,0.001521,0.000269,0.000077,0.000380,0.000458,0.000015
848,,0.000411,0.000061,0.000129,0.000182,0.000176,0.000020,0.000055,0.000173,0.000596,0.000125,0.000400,0.001521,0.000269,0.000077,0.000380,0.000458,0.000015
849,,0.000411,0.000061,0.000129,0.000182,0.000177,0.000021,0.000056,0.000173,0.000596,0.000126,0.000400,0.001521,0.000269,0.000077,0.000380,0.000459,0.000015
850,,0.000411,0.000061,0.000129,0.000183,0.000177,0.000021,0.000056,0.000174,0.000596,0.000126,0.000401,0.001521,0.000270,0.000077,0.000381,0.000459,0.000014
851,,0.000412,0.000061,0.000129,0.000183,0.000177,0.000022,0.000056,0.000174,0.000597,0.000126,0.000401,0.001522,0.000270,0.000077,0.000381,0.000459,0.000014
852,,0.000412,0.000061,0.000129,0.000183,0.000177,0.000022,0.000056,0.000174,0.000597,0.000126,0.000401,0.001522,0.000270,0.000077,0.000381,0.000459,0.000014
853,,0.000412,0.000061,0.000129,0.000183,0.000177,0.000022,0.000056,0.000174,0.000597,0.000126,0.000401,0.001522,0.000270,0.000077,0.000381,0.000459,0.000014
854,,0.000412,0.000061,0.000129,0.000183,0.000177,0.000022,0.000056,0.000174,0.000597,0.000126,0.000401,0.001522,0.000270,0.000077,0.000381,0.000459,0.000014
855,,0.000412,0.000061,0.000129,0.000183,0.000177,0.000022,0.000056,0.000173,0.000596,0.000126,0.000400,0.001521,0.000270,0.000077,0.000380,0.000459,0.000014
856,,0.000411,0.000061,0.000129,0.000182,0.000178,0.000022,0.000056,0.000173,0.000596,0.000125,0.000400,0.001521,0.000269,0.000077,0.000380,0.000459,0.000014
857,,0.000411,0.000061,0.000129,0.000182,0.000178,0.000022,0.000056,0.000173,0.000596,0.000125,0.000400,0.001521,0.000269,0.000077,0.000380,0.000459,0.000014
858,,0.000411,0.000061,0.000129,0.000182,0.000178,0.000022,0.000056,0.000172,0.000596,0.000124,0.000399,0.001521,0.000269,0.000077,0.000380,0.000458,0.000014
859,,0.000411,0.000061,0.000129,0.000182,0.000178,0.000022,0.000056,0.000172,0.000596,0.000123,0.000398,0.001520,0.000269,0.000077,0.000379,0.000458,0.000014
860,,0.000411,0.000061,0.000129,0.000182,0.000178,0.000022,0.000056,0.000171,0.000596,0.000122,0.000398,0.001520,0.000269,0.000077,0.000379,0.000457,0.000014
861,,0.000410,0.000061,0.000128,0.000182,0.000178,0.000021,0.000056,0.000171,0.000596,0.000121,0.000397,0.001520,0.000268,0.000077,0.000379,0.000457,0.000013
862,,0.000410,0.000060,0.000128,0.000182,0.000178,0.000021,0.000056,0.000170,0.000595,0.000120,0.000396,0.001519,0.000268,0.000077,0.000378,0.000456,0.000013
863,,0.000410,0.000060,0.000128,0.000182,0.000178,0.000021,0.000055,0.000170,0.000595,0.000119,0.000395,0.001519,0.000268,0.000077,0.000378,0.000456,0.000013
864,,0.000409,0.000060,0.000128,0.000181,0.000178,0.000020,0.000055,0.000169,0.000595,0.000118,0.000394,0.001518,0.000267,0.000077,0.000378,0.000455,0.000013
865,,0.000409,0.000060,0.000128,0.000181,0.000178,0.000020,0.000055,0.000168,0.000595,0.000117,0.000393,0.001518,0.000267,0.000077,0.000377,0.000454,0.000013
866,,0.000408,0.000060,0.000127,0.000181,0.000178,0.000019,0.000055,0.000168,0.000595,0.000116,0.000392,0.001517,0.000267,0.000077,0.000377,0.000454,0.000013
867,,0.000408,0.000060,0.000127,0.000181,0.000178,0.000019,0.000055,0.000167,0.000594,0.000114,0.000391,0.001517,0.000266,0.000077,0.000376,0.000453,0.000013
868,,0.000407,0.000060,0.000127,0.000181,0.000178,0.000018,0.000055,0.000166,0.000594,0.000113,0.000390,0.001516,0.000266,0.000077,0.000376,0.000452,0.000013
869,,0.000407,0.000059,0.000127,0.000180,0.000177,0.000018,0.000054,0.000166,0.000594,0.000112,0.000389,0.001516,0.000266,0.000077,0.000375,0.000452,0.000013
870,,0.000407,0.000059,0.000126,0.000180,0.000177,0.000017,0.000054,0.000165,0.000594,0.000111,0.000388,0.001515,0.000265,0.000077,0.000375,0.000451,0.000013
871,,0.000406,0.000059,0.000126,0.000180,0.000177,0.000017,0.000054,0.000164,0.000593,0.000109,0.000387,0.001515,0.000265,0.000077,0.000374,0.000450,0.000013
872,,0.000406,0.000059,0.000126,0.000180,0.000177,0.000016,0.000054,0.000164,0.000593,0.000108,0.000386,0.001514,0.000265,0.000076,0.000374,0.000449,0.000012
873,,0.000405,0.000059,0.000126,0.000180,0.000177,0.000016,0.000054,0.000163,0.000593,0.000107,0.000385,0.001514,0.000264,0.000076,0.000373,0.000449,0.000012
874,,0.000405,0.000059,0.000126,0.000180,0.000177,0.000015,0.000054,0.000162,0.000593,0.000106,0.000385,0.001513,0.000264,0.000076,0.000373,0.000448,0.000012
875,,0.000405,0.000059,0.000125,0.000179,0.000177,0.000015,0.000053,0.000162,0.000592,0.000105,0.000384,0.001513,0.000264,0.000076,0.000373,0.000448,0.000012
876,,0.000404,0.000059,0.000125,0.000179,0.000177,0.000014,0.000053,0.000161,0.000592,0.000104,0.000383,0.001513,0.000263,0.000076,0.000372,0.000447,0.000012
877,,0.000404,0.000058,0.000125,0.000179,0.000177,0.000014,0.000053,0.000161,0.000592,0.000103,0.000382,0.001512,0.000263,0.000076,0.000372,0.000446,0.000012
878,,0.000404,0.000058,0.000125,0.000179,0.000176,0.000014,0.000053,0.000160,0.000592,0.000102,0.000382,0.001512,0.000263,0.000076,0.000372,0.000446,0.000012
879,,0.000404,0.000058,0.000125,0.000179,0.000176,0.000013,0.000053,0.000160,0.000592,0.000102,0.000381,0.001512,0.000263,0.000076,0.000372,0.000446,0.000012
880,,0.000403,0.000058,0.000125,0.000179,0.000176,0.000013,0.000053,0.000160,0.000592,0.000101,0.000381,0.001512,0.000263,0.000076,0.000372,0.000446,0.000012
881,,0.000403,0.000058,0.000125,0.000179,0.000176,0.000013,0.000053,0.000159,0.000592,0.000101,0.000380,0.001511,0.000263,0.000076,0.000372,0.000446,0.000012
882,,0.000403,0.000058,0.000125,0.000179,0.000176,0.000013,0.000053,0.000159,0.000592,0.000100,0.000380,0.001511,0.000263,0.000076,0.000372,0.000446,0.000012
883,,0.000403,0.000058,0.000125,0.000179,0.000176,0.000013,0.000053,0.000159,0.000592,0.000100,0.000380,0.001511,0.000263,0.000076,0.000372,0.000446,0.000011
884,,0.000403,0.000058,0.000125,0.000179,0.000176,0.000013,0.000052,0.000159,0.000592,0.000100,0.000380,0.001511,0.000263,0.000076,0.000372,0.000446,0.000011
885,,0.000403,0.000058,0.000125,0.000179,0.000176,0.000012,0.000052,0.000159,0.000592,0.000100,0.000380,0.001511,0.000263,0.000076,0.000372,0.000446,0.000011
886,,0.000403,0.000058,0.000125,0.000179,0.000176,0.000012,0.000052,0.000159,0.000592,0.000101,0.000380,0.001511,0.000263,0.000076,0.000372,0.000446,0.000011
887,,0.000403,0.000058,0.000125,0.000179,0.000176,0.000013,0.000052,0.000160,0.000592,0.000101,0.000381,0.001511,0.000263,0.000076,0.000372,0.000446,0.000011
888,,0.000404,0.000058,0.000125,0.000179,0.000176,0.000013,0.000052,0.000160,0.000592,0.000102,0.000381,0.001512,0.000263,0.000076,0.000372,0.000446,0.000011
889,,0.000404,0.000058,0.000125,0.000179,0.000176,0.000013,0.000052,0.000160,0.000592,0.000103,0.000382,0.001512,0.000263,0.000076,0.000372,0.000446,0.000011
890,,0.000404,0.000058,0.000125,0.000179,0.000176,0.000013,0.000053,0.000161,0.000592,0.000104,0.000383,0.001513,0.000263,0.000076,0.000372,0.000447,0.000011
891,,0.000404,0.000059,0.000125,0.000179,0.000176,0.000013,0.000053,0.000162,0.000592,0.000105,0.000384,0.001513,0.000264,0.000076,0.000373,0.000447,0.000011
892,,0.000405,0.000059,0.000126,0.000180,0.000176,0.000014,0.000053,0.000163,0.000593,0.000107,0.000385,0.001514,0.000264,0.000076,0.000373,0.000448,0.000011
893,,0.000405,0.000059,0.000126,0.000180,0.000176,0.000015,0.000053,0.000164,0.000593,0.000108,0.000386,0.001514,0.000265,0.000076,0.000374,0.000449,0.000011
894,,0.000406,0.000059,0.000126,0.000180,0.000176,0.000015,0.000053,0.000165,0.000593,0.000110,0.000388,0.001515,0.000265,0.000077,0.000375,0.000450,0.000010
895,,0.000407,0.000059,0.000127,0.000181,0.000177,0.000016,0.000054,0.000166,0.000594,0.000113,0.000390,0.001516,0.000266,0.000077,0.000375,0.000452,0.000010
896,,0.000408,0.000060,0.000127,0.000181,0.000177,0.000017,0.000054,0.000167,0.000594,0.000115,0.000392,0.001517,0.000266,0.000077,0.000376,0.000453,0.000010
897,,0.000409,0.000060,0.000128,0.000181,0.000177,0.000018,0.000054,0.000169,0.000595,0.000118,0.000394,0.001518,0.000267,0.000077,0.000377,0.000455,0.000010
898,,0.000410,0.000060,0.000128,0.000182,0.000177,0.000020,0.000055,0.000171,0.000596,0.000121,0.000397,0.001519,0.000268,0.000077,0.000379,0.000456,0.000010
899,,0.000411,0.000061,0.000129,0.000182,0.000178,0.000021,0.000055,0.000173,0.000596,0.000124,0.000399,0.001521,0.000269,0.000077,0.000380,0.000458,0.000010
900,,0.000412,0.000061,0.000130,0.000183,0.000180,0.000022,0.000056,0.000175,0.000597,0.000128,0.000402,0.001522,0.000270,0.000078,0.000381,0.000460,0.000010
