wavelength,a_Ci_2_Deff_0_4,a_Ci_2_Deff_0_8,a_Ci_2_Deff_1_2,a_Ci_2_Deff_1_8,a_Ci_5_Deff_0_4,a_Ci_5_Deff_0_8,a_Ci_5_Deff_1_2,a_Ci_5_Deff_1_8,a_Ci_8_Deff_0_4,a_Ci_8_Deff_0_8,a_Ci_8_Deff_1_2,a_Ci_8_Deff_1_8,b_Ci_2_Deff_0_4,b_Ci_2_Deff_0_8,b_Ci_2_Deff_1_2,b_Ci_2_Deff_1_8,b_Ci_5_Deff_0_4,b_Ci_5_Deff_0_8,b_Ci_5_Deff_1_2,b_Ci_5_Deff_1_8,b_Ci_8_Deff_0_4,b_Ci_8_Deff_0_8,b_Ci_8_Deff_1_2,b_Ci_8_Deff_1_8,bb_Ci_2_Deff_0_4,bb_Ci_2_Deff_0_8,bb_Ci_2_Deff_1_2,bb_Ci_2_Deff_1_8,bb_Ci_5_Deff_0_4,bb_Ci_5_Deff_0_8,bb_Ci_5_Deff_1_2,bb_Ci_5_Deff_1_8,bb_Ci_8_Deff_0_4,bb_Ci_8_Deff_0_8,bb_Ci_8_Deff_1_2,bb_Ci_8_Deff_1_8
4.939999999999999947e-01,1.224834610377106836e-01,1.188378830130835950e-01,1.136576282753756495e-01,1.055850632296531644e-01,1.129557855607461470e-01,1.017054455291516307e-01,9.127477028719137297e-02,7.864917784778584220e-02,1.055944849763867099e-01,8.967951361308032499e-02,7.696437879251938341e-02,6.316184851734063521e-02,8.367357790341634072e-02,1.622500092907213920e-01,2.184032253701587989e-01,2.666185616895319632e-01,3.515624416027485211e-02,6.323143474296989697e-02,8.020856015295947661e-02,9.179811280273957041e-02,2.505802331621085136e-02,4.227784287817145520e-02,5.103206469612241863e-02,5.539410756501771116e-02,2.233477939521757907e-03,2.758514121753327143e-03,2.706139106419501016e-03,2.253609340890009097e-03,1.138711828287276590e-03,1.362903001517976878e-03,1.291099490053979797e-03,1.035271919646578442e-03,1.008304209668289689e-03,1.178737689925488065e-03,1.090923239120433243e-03,8.576384312503268752e-04
4.949999999999999956e-01,1.218353203934186141e-01,1.182476029870629108e-01,1.131282473761583696e-01,1.051349630107318855e-01,1.124092687885313718e-01,1.012757205132177457e-01,9.093384634051404625e-02,7.839837707597983874e-02,1.051194334000461472e-01,8.934681814631083296e-02,7.672305462765423301e-02,6.300160915694913433e-02,8.333286154080875308e-02,1.616990903222642328e-01,2.177864022174793857e-01,2.660651270002949986e-01,3.499789362077625199e-02,6.300781575183685146e-02,7.998597437871346472e-02,9.162701985688224970e-02,2.492769088920546161e-02,4.210921590595260999e-02,5.087480782995056072e-02,5.527972541054018696e-02,2.226705350207771033e-03,2.751942480078267781e-03,2.702091980011698310e-03,2.252548797571444269e-03,1.133516327518898281e-03,1.357768221519803234e-03,1.287454196866791691e-03,1.033392897036365275e-03,1.002385269721948070e-03,1.172985873860019155e-03,1.086661446675928067e-03,8.551139154464009861e-04
4.959999999999999964e-01,1.210447297641294717e-01,1.175270603539441960e-01,1.124813646573701587e-01,1.045840519257477119e-01,1.117377738328360626e-01,1.007465882497941556e-01,9.051325229048577670e-02,7.808828576579567027e-02,1.045340519379489852e-01,8.893547793980147165e-02,7.642392287240656890e-02,6.280248282126243975e-02,8.298509660041772373e-02,1.611463781096166004e-01,2.171800532837180608e-01,2.655425883694387812e-01,3.482958776625003777e-02,6.277498311529414177e-02,7.976060105037864612e-02,9.146423162449095201e-02,2.478308864490783719e-02,4.192462901410588111e-02,5.070597490275493419e-02,5.516187661109524937e-02,2.219708425810632772e-03,2.745260095782397873e-03,2.698056892432138063e-03,2.251620473221540696e-03,1.127553132065013761e-03,1.351787469578631749e-03,1.283076652337827818e-03,1.030979634734684744e-03,9.952937959237960139e-04,1.165950033572525418e-03,1.081280855886047583e-03,8.517519959573780766e-04
4.969999999999999973e-01,1.201007143664174076e-01,1.166659125746148107e-01,1.117073708451643554e-01,1.039237815105131801e-01,1.109313736483832080e-01,1.001097245162326926e-01,9.000602182670300322e-02,7.771346275750426469e-02,1.038293229738699447e-01,8.843863345981335666e-02,7.606168599660531604e-02,6.256070863225346446e-02,8.264979679693242043e-02,1.606279568345523046e-01,2.166306642742901745e-01,2.651030594937366924e-01,3.465810922492734009e-02,6.254505225147406755e-02,7.954771496065995984e-02,9.132659053543271122e-02,2.462761277408613905e-02,4.173001289421653104e-02,5.053294892097349306e-02,5.504859821724132629e-02,2.212570242761803790e-03,2.738443515659387279e-03,2.693986384947544537e-03,2.250784719844282303e-03,1.120816398975536593e-03,1.344906041201926949e-03,1.277905788049739366e-03,1.027981174104215063e-03,9.869864240124395522e-04,1.157549945913982897e-03,1.074701432805715267e-03,8.474878072442190192e-04
4.979999999999999982e-01,1.189916272955696963e-01,1.156531404383444039e-01,1.107960519047415382e-01,1.031451062328858082e-01,1.099794516789415616e-01,9.935615921546116225e-02,8.940464982511554803e-02,7.726805388940478914e-02,1.029955717739910598e-01,8.784884060957284801e-02,7.563058140513545524e-02,6.227218924396607513e-02,8.230801289718453484e-02,1.601104665498464530e-01,2.160973240005294727e-01,2.647039805367686904e-01,3.447609297984945143e-02,6.230601814900875446e-02,7.933350878153559715e-02,9.120078755486966948e-02,2.445648502221652379e-02,4.151805477260012145e-02,5.034775698329305160e-02,5.493265308241625233e-02,2.205193223004643221e-03,2.731514117414201182e-03,2.689942448455811402e-03,2.250116157590964505e-03,1.113226264418446920e-03,1.337078147811273428e-03,1.271912223572817854e-03,1.024381170647273862e-03,9.773659136608733086e-04,1.147700492938202388e-03,1.066852637271977888e-03,8.422700236793274854e-04
4.989999999999999991e-01,1.177064673772480197e-01,1.144781633605520266e-01,1.097374075307502861e-01,1.022389517473374920e-01,1.088718264857228835e-01,9.847705176969984153e-02,8.870154958265268064e-02,7.674597304235537820e-02,1.020233657584284359e-01,8.715861442262225200e-02,7.512466165991908695e-02,6.193257583903993835e-02,8.197868660784093930e-02,1.596290409104104968e-01,2.156254477776320955e-01,2.643965500763915122e-01,3.429025207172890083e-02,6.206990264686870762e-02,7.913320655334248055e-02,9.110375674324734663e-02,2.427316954657291262e-02,4.129476034020283792e-02,5.015788390426038912e-02,5.482226263168649139e-02,2.197664730082263089e-03,2.724457910807297645e-03,2.685888857357651011e-03,2.249587432448356579e-03,1.104787925380867290e-03,1.328262305512393137e-03,1.265046616317844121e-03,1.020137991029702483e-03,9.664034014443353580e-04,1.136335874946921808e-03,1.057665804750574073e-03,8.360420454546869462e-04
5.000000000000000000e-01,1.162335364312273994e-01,1.131296661991232633e-01,1.085207485101395142e-01,1.011956364362524008e-01,1.075975798113473214e-01,9.746281721416130694e-02,8.788847229453672361e-02,7.614058816806065777e-02,1.009025217528871782e-01,8.635975467259698890e-02,7.453737756121121827e-02,6.153705681464345656e-02,8.164359258943200415e-02,1.591516059154986784e-01,2.151757536079159927e-01,2.641400321022577824e-01,3.409363504054846450e-02,6.182537981692736578e-02,7.893383469111658890e-02,9.102314193269883669e-02,2.407324533205788819e-02,4.105331757104332263e-02,4.995591844975938445e-02,5.471080086382817953e-02,2.189896289496159453e-03,2.717305536469332653e-03,2.681897965174443767e-03,2.249285132717852072e-03,1.095436526744433640e-03,1.318428376783218735e-03,1.257293271751905956e-03,1.015246158931909113e-03,9.540204500951893945e-04,1.123388591286364176e-03,1.047084282618030750e-03,8.287626295786410966e-04
5.010000000000000009e-01,1.145685426964568043e-01,1.116029362026453031e-01,1.071411421251212137e-01,1.000101867007793799e-01,1.061521065790669294e-01,9.630864929050678147e-02,8.696079354046377941e-02,7.544777130825766620e-02,9.962830448210965861e-02,8.544769143036012871e-02,7.386466599600849392e-02,6.108234165929519316e-02,8.132111533119515401e-02,1.587118488708299802e-01,2.147913575603787040e-01,2.639824554386869249e-01,3.389327213193935734e-02,6.158467717250987183e-02,7.875054816534950153e-02,9.097545346797436538e-02,2.386089953010352843e-02,4.080052877348055301e-02,4.974996464218879588e-02,5.460683448468162809e-02,2.181990738222596305e-03,2.710061814767244278e-03,2.677949451075063800e-03,2.249193096731819629e-03,1.085226709534831179e-03,1.307591737625955200e-03,1.248653146458150037e-03,1.009702029869527550e-03,9.402610169659790388e-04,1.108871486633314146e-03,1.035107054555737703e-03,8.204257318808759513e-04
5.020000000000000018e-01,1.127336370639270419e-01,1.099174792815567903e-01,1.056155836600668474e-01,9.869653815084450388e-02,1.045540132533382405e-01,9.502822961058585149e-02,8.592875396239517405e-02,7.467450193105687473e-02,9.821645072618345740e-02,8.443245610254146438e-02,7.311322391098716567e-02,6.057239829120385916e-02,8.099348353332662398e-02,1.582757509468686041e-01,2.144273274659846962e-01,2.638720693644487358e-01,3.368418385762012718e-02,6.133791025567631588e-02,7.857008046943743385e-02,9.094534087028474656e-02,2.363493061273661683e-02,4.053302173612716858e-02,4.953491159478751182e-02,5.450410759756136453e-02,2.173913072859750325e-03,2.702794849354443231e-03,2.674126090422482196e-03,2.249379441638143292e-03,1.074280299192396492e-03,1.295931007131440570e-03,1.239292388201558050e-03,1.003633857593357742e-03,9.253312019369301167e-04,1.093028490268660533e-03,1.021948746261546652e-03,8.111934012088300311e-04
5.030000000000000027e-01,1.107582386309931000e-01,1.080995192024977458e-01,1.039671283021521841e-01,9.727380395185381001e-02,1.028283472518686792e-01,9.364046094608308168e-02,8.480679254923850774e-02,7.383087776488472809e-02,9.668847738414765303e-02,8.332829231931371261e-02,7.229285335817189906e-02,6.001327713873522152e-02,8.067827621070874922e-02,1.578729109231692129e-01,2.141185368845840709e-01,2.638431897577245278e-01,3.347478421989703162e-02,6.109785110736042774e-02,7.840627499549432389e-02,9.094527855113340720e-02,2.340229957497416691e-02,4.026045986879086408e-02,4.932056951985828303e-02,5.441098692053075725e-02,2.165809160782058550e-03,2.695539918449560597e-03,2.670411583681354690e-03,2.249802447319578912e-03,1.062823196536111670e-03,1.283656082650571273e-03,1.229382149792081734e-03,9.971630078046908336e-04,9.095404055019670969e-04,1.076167550465943062e-03,1.007867304517190941e-03,8.012543038276869097e-04
5.040000000000000036e-01,1.086710923352599417e-01,1.061748330363238013e-01,1.022186100959192601e-01,9.576111075603233047e-02,1.009997324384171585e-01,9.216412797543645230e-02,8.360942309362963398e-02,7.292720045638349802e-02,9.506564650030224772e-02,8.214946962057209645e-02,7.141351091031505893e-02,5.941123492048601407e-02,8.035818910846116714e-02,1.574695779459837075e-01,2.138196771976029753e-01,2.638424964680103346e-01,3.326044880884497512e-02,6.085487549232497517e-02,7.824575932069326167e-02,9.095917255764145171e-02,2.316229093430319935e-02,3.998001410344904222e-02,4.910215244386419847e-02,5.432111643226761322e-02,2.157648404304130831e-03,2.688362905008075555e-03,2.666881130680648446e-03,2.250517262099447670e-03,1.051000378741087388e-03,1.270972797249492973e-03,1.219113336521534564e-03,9.904361746124058351e-04,8.931333337613390436e-04,1.058579205208915646e-03,9.931202738181720262e-04,7.908035176536649122e-04
5.050000000000000044e-01,1.065014227929131502e-01,1.041697849866758674e-01,1.003934621571484498e-01,9.417815232896825650e-02,9.909339849047102411e-02,9.061870656987626449e-02,8.235180141507715545e-02,7.197431037553309041e-02,9.336989284960993396e-02,8.091095074329240910e-02,7.048574436988114256e-02,5.877297711076378411e-02,8.005015038771583213e-02,1.570942648602729752e-01,2.135642983767728209e-01,2.639028579903497373e-01,3.304917073658861226e-02,6.062114804637240562e-02,7.810169515413269148e-02,9.099876629425565633e-02,2.292147798643320855e-02,3.970089695299444665e-02,4.888903334790811739e-02,5.424243828075912127e-02,2.149565787658695194e-03,2.681288940684688551e-03,2.663509290162533859e-03,2.251473341536673438e-03,1.039019122078261963e-03,1.258073325517329415e-03,1.208643111583662146e-03,9.835647437149508746e-04,8.763958761208838228e-04,1.040551691504624631e-03,9.779513666135048692e-04,7.800201690150949723e-04
5.060000000000000053e-01,1.042778446336523057e-01,1.021104074734083267e-01,9.851505018536751979e-02,9.254482489319776350e-02,9.713426593895160832e-02,8.902373906234156697e-02,8.104937409549230198e-02,7.098347717232880716e-02,9.162307848054804249e-02,7.962795909475521572e-02,6.952049278028511747e-02,5.810562985717754314e-02,7.973728230324089727e-02,1.567139223267085546e-01,2.133078378188808799e-01,2.639714667951419402e-01,3.283623520612768271e-02,6.038690127804865332e-02,7.796048093388242839e-02,9.104754861601913052e-02,2.267890390109460197e-02,3.942000005339839352e-02,4.867611655178068208e-02,5.416819518884925799e-02,2.141521426787974716e-03,2.674369094317708383e-03,2.660355750975170169e-03,2.252710566399116193e-03,1.027004504779859169e-03,1.245141965143738106e-03,1.198144353924816483e-03,9.766820384400772773e-04,8.595471613417271983e-04,1.022352299442676410e-03,9.626006104753023415e-04,7.690872467803409581e-04
5.070000000000000062e-01,1.020294922227319712e-01,1.000234070136881703e-01,9.660746485745017043e-02,9.088175758791572356e-02,9.514795046540042156e-02,8.739961857461181483e-02,7.971842337311658977e-02,6.996671776717144908e-02,8.984784044256954871e-02,7.831658672648876551e-02,6.852948569908759446e-02,5.741696244993029635e-02,7.943584242522655492e-02,1.563559005377013200e-01,2.130823652719285588e-01,2.640794640337825183e-01,3.262914127085289606e-02,6.016353517465586331e-02,7.783435974927434275e-02,9.111619345399762926e-02,2.244065690382278377e-02,3.914592029115886163e-02,4.847212321541038982e-02,5.410562886058298965e-02,2.133636325773860098e-03,2.667613001090184035e-03,2.657379341206174504e-03,2.254162124016573145e-03,1.015139263005304139e-03,1.232345501776285594e-03,1.187752842794403312e-03,9.698833538771552782e-04,8.428420298572888471e-04,1.004241112330561203e-03,9.472902433087451593e-04,7.581689474061652743e-04
5.080000000000000071e-01,9.978494358824144261e-02,9.793523634202855321e-02,9.469482558193256794e-02,8.920989969335429981e-02,9.315982240087684885e-02,8.576691524554408419e-02,7.837566240111028260e-02,6.893663690469251093e-02,8.806682738143951916e-02,7.699332367017219791e-02,6.752500206800493565e-02,5.671532461668796904e-02,7.912932625900162553e-02,1.559877232173536021e-01,2.128438550389943618e-01,2.641742421323217682e-01,3.242301388610079049e-02,5.994098351964636390e-02,7.770926565689444121e-02,9.118744081490445796e-02,2.220545292330249401e-02,3.887511011924016380e-02,4.827143179744875640e-02,5.404730016351901728e-02,2.125859070157328640e-03,2.661052806210005128e-03,2.654618842543922733e-03,2.255845805639310718e-03,1.003524146410612146e-03,1.219840544875204881e-03,1.177617203645721106e-03,9.632832330665377484e-04,8.264682410971219920e-04,9.864551842470720405e-04,9.322364812899268816e-04,7.474313043246954419e-04
5.090000000000000080e-01,9.757326862274541546e-02,9.587301955895780048e-02,9.280200636238389311e-02,8.755099940526417379e-02,9.119593945481810349e-02,8.414709335084973041e-02,7.703872433815196763e-02,6.790670241726880219e-02,8.630350232833901292e-02,7.567562327357900409e-02,6.652023350270214186e-02,5.600984241818841164e-02,7.883332423261547872e-02,1.556355575320873819e-01,2.126228325322477852e-01,2.642850759871810951e-01,3.222482543348485773e-02,5.972978971509017299e-02,7.759636865578641018e-02,9.127065933046234203e-02,2.197884118770416020e-02,3.861543415701573778e-02,4.808194423330306583e-02,5.399952375396294829e-02,2.118295449831286009e-03,2.654679638315172920e-03,2.652012999040889978e-03,2.257672523443274466e-03,9.923144431495899403e-04,1.207763780888757021e-03,1.167846704521700038e-03,9.569561461812601481e-04,8.106456688171923041e-04,9.692209031311879112e-04,9.176346838881795564e-04,7.370191705641560053e-04
5.100000000000000089e-01,9.542301218325381640e-02,9.386365392226139748e-02,9.095393814559751822e-02,8.592716163465280443e-02,8.928216381217884967e-02,8.256185438024128687e-02,7.572574180476601691e-02,6.689105098351832979e-02,8.458137382292675588e-02,7.438139934991516711e-02,6.552900265560873683e-02,5.531031663538100301e-02,7.853168145389348431e-02,1.552674455817225074e-01,2.123757205081353849e-01,2.643594243863832127e-01,3.202951760381573393e-02,5.951951724155986334e-02,7.748101557516054450e-02,9.134765246255149851e-02,2.175917575961355821e-02,3.836281380574996236e-02,4.789737323063240904e-02,5.395398452038887432e-02,2.110882054884396196e-03,2.648504977763658109e-03,2.649576682629377344e-03,2.259633457241705043e-03,9.815852872015863942e-04,1.196241258688417273e-03,1.158562147435990199e-03,9.509942917214844619e-04,7.955287834411836623e-04,9.527414439945579207e-04,9.036732497078763578e-04,7.270781342916533526e-04
5.110000000000000098e-01,9.336317079124101248e-02,9.193466079491544041e-02,8.917626366168313057e-02,8.436126259654946891e-02,8.744497708738042940e-02,8.103374186239267751e-02,7.445574589570318202e-02,6.590469412915257730e-02,8.292470251704898987e-02,7.312950197084965021e-02,6.456605282167308946e-02,5.462736219323903464e-02,7.823934810528254680e-02,1.549084098060945491e-01,2.121315349240538994e-01,2.644247106480420717e-01,3.184354894368061906e-02,5.931984293880481623e-02,7.737325986578887094e-02,9.142639362882222509e-02,2.155146662254991616e-02,3.812433824595810872e-02,4.772471771463748791e-02,5.391594081427801555e-02,2.103710143292418684e-03,2.642501170916022879e-03,2.647227033212299057e-03,2.261614681508772491e-03,9.714650233274224828e-04,1.185378676165806675e-03,1.149844431272216850e-03,9.454491961958434330e-04,7.813027250295367281e-04,9.372079251770492432e-04,8.905182494310337439e-04,7.177314072619266462e-04
5.120000000000000107e-01,9.142221967213687295e-02,9.011331344363540663e-02,8.749464195508452335e-02,8.287648026197430573e-02,8.571063448845929467e-02,7.958547841491978025e-02,7.324820867409619074e-02,6.496326822083280106e-02,8.135773404847219947e-02,7.193917550528636240e-02,6.364671149000547534e-02,5.397224944649157280e-02,7.794052429023898276e-02,1.545270320425642385e-01,2.118471879137721336e-01,2.644285247274529294e-01,3.166170570925505579e-02,5.911998988492755958e-02,7.725788364719247958e-02,9.148775876005434127e-02,2.135373206111504385e-02,3.789540141934071710e-02,4.755700359306346686e-02,5.387615349345720867e-02,2.096705853724705870e-03,2.636660235270203365e-03,2.644955148094302929e-03,2.263580315639421130e-03,9.620052798546313740e-04,1.175272705359711387e-03,1.141786622404571344e-03,9.403903402172165277e-04,7.680909901918981210e-04,9.227903671704453534e-04,8.783298052696011764e-04,7.091034223256494854e-04
5.130000000000000115e-01,8.962900216275579424e-02,8.842738080061590678e-02,8.593529795572016350e-02,8.149661418272280411e-02,8.410589800018433704e-02,7.824048664649629892e-02,7.212335957927124008e-02,6.408316203484348828e-02,7.990534100757164249e-02,7.083046652394614506e-02,6.278710966644440727e-02,5.335697670484214339e-02,7.764957067512731625e-02,1.541472932591406719e-01,2.115503364807240494e-01,2.643966403175321278e-01,3.148999461835819830e-02,5.892885997599876108e-02,7.714393001550809426e-02,9.153844510102160381e-02,2.117050482345670184e-02,3.768237665296514383e-02,4.740037485028970182e-02,5.383886239154549169e-02,2.089948474700658882e-03,2.630938578563489418e-03,2.642658555422215585e-03,2.265393100633007663e-03,9.533115521204351805e-04,1.166001743218777597e-03,1.134443675188110019e-03,9.358479092092554779e-04,7.560487997357338494e-04,9.096480938415446582e-04,8.672465954660653559e-04,7.012969012976978406e-04
5.140000000000000124e-01,8.801182519207063903e-02,8.690429751324255103e-02,8.452433834986869399e-02,8.024559255422331061e-02,8.265721678939491612e-02,7.702220773522756858e-02,7.110168147863493715e-02,6.328120045714324959e-02,7.859224032632483592e-02,6.982361649188975616e-02,6.200376562986160273e-02,5.279403059142578208e-02,7.735107635192560449e-02,1.537384154434101036e-01,2.111985633751964075e-01,2.642770692614638262e-01,3.132312881216553491e-02,5.873548608792313053e-02,7.701582199258827366e-02,9.155866970538664718e-02,2.099956336773170507e-02,3.748026026270598332e-02,4.724731962156441395e-02,5.379407701616529397e-02,2.083357252993828235e-03,2.625313635689571507e-03,2.640308982187373598e-03,2.266993650672339058e-03,9.454178624973581932e-04,1.157639285606472737e-03,1.127885840829679015e-03,9.318722563621829316e-04,7.452758366604706093e-04,8.979243328153070289e-04,8.574050149703404998e-04,6.944183142234572901e-04
5.150000000000000133e-01,8.659926599077240328e-02,8.557183683365507387e-02,8.328822867283586229e-02,7.914771293748612546e-02,8.139136885003309119e-02,7.595451139776428218e-02,7.020411348630832549e-02,6.257466299738353999e-02,7.744354685253533599e-02,6.893937514937567568e-02,6.131370820979299002e-02,5.229636652861800739e-02,7.705888661054981215e-02,1.533235079029786063e-01,2.108184400990369967e-01,2.640943464372401683e-01,3.116677802895480645e-02,5.854820604461376254e-02,7.688188363110966261e-02,9.155424168605105772e-02,2.084509666726644048e-02,3.729490259789677159e-02,4.710335800468887918e-02,5.374529849548680127e-02,2.077004008364344723e-03,2.619732363915600829e-03,2.637790961737185649e-03,2.268226965072497534e-03,9.384148445739393671e-04,1.150245562486203708e-03,1.122150023002501090e-03,9.284780649645279485e-04,7.359073126886613676e-04,8.877563305455574670e-04,8.489240038918739436e-04,6.885553295216751205e-04
5.160000000000000142e-01,8.541138067743400675e-02,8.444978744180622887e-02,8.224611454234179164e-02,7.822088494401913117e-02,8.032746140524660294e-02,7.505489450407795693e-02,6.944634501250415703e-02,6.197681358532806939e-02,7.647742516866085083e-02,6.819325267843849570e-02,6.072998635658296424e-02,5.187417715299372234e-02,7.675816504334581625e-02,1.528735019912758897e-01,2.103704820097270500e-01,2.638008454184693208e-01,3.101550965128392623e-02,5.835624085401644456e-02,7.672723975159087551e-02,9.150675025624983860e-02,2.070434458498179170e-02,3.712078468627050265e-02,4.696074735466543998e-02,5.368274105379482186e-02,2.070802014693947941e-03,2.614168126749282992e-03,2.635076666970269897e-03,2.269038213539307028e-03,9.323002991242798718e-04,1.143851384599701244e-03,1.117268067782377187e-03,9.256866171541311850e-04,7.279843945584204288e-04,8.792200509764409519e-04,8.418798026461326309e-04,6.837687937690149981e-04
5.170000000000000151e-01,8.443675806688549779e-02,8.352811687964656340e-02,8.138930574802971663e-02,7.745808010078431005e-02,7.945592329287448630e-02,7.431643836488373289e-02,6.882335073776375822e-02,6.148442820767011097e-02,7.568580704442801066e-02,6.758032047159737155e-02,6.024952785709258157e-02,5.152588903463483500e-02,7.646296569519361874e-02,1.524153174353680140e-01,2.098902431877406882e-01,2.634375197629960086e-01,3.087380949815974121e-02,5.816823636349681415e-02,7.656328068318847546e-02,9.142915689037856009e-02,2.057906801762227067e-02,3.696166664208961478e-02,4.682463887820700194e-02,5.361231696581412326e-02,2.064801071007927626e-03,2.608581247323198821e-03,2.632104206457112818e-03,2.269366513331861051e-03,9.270230503091597424e-04,1.138360389768776869e-03,1.113144103204340846e-03,9.234202493311799344e-04,7.214069750593391081e-04,8.721851383438474848e-04,8.361539820024834141e-04,6.799678313951547240e-04
5.180000000000000160e-01,8.365562893416611523e-02,8.278871969265710895e-02,8.070149119376443525e-02,7.684535988698498743e-02,7.875940423047812777e-02,7.372535912012928572e-02,6.832415166196445511e-02,6.108943559604522455e-02,7.505336161937431472e-02,6.708971555919368557e-02,5.986444785060365814e-02,5.124631623721912638e-02,7.615962562621206300e-02,1.519253773213511405e-01,2.093493145442365255e-01,2.629754512352979190e-01,3.073555626045273992e-02,5.797454380722263934e-02,7.637921061519639676e-02,9.131135935874858112e-02,2.046449805527917470e-02,3.681056695294380315e-02,4.668764864541763426e-02,5.352745951321995904e-02,2.058901586209774433e-03,2.602966404962538723e-03,2.628908769989022308e-03,2.269264377275201968e-03,9.224539282935656590e-04,1.133662980120875860e-03,1.109692327947047353e-03,9.216205570943238534e-04,7.160000685852845352e-04,8.664793758004141937e-04,8.316019750943126490e-04,6.770471476637652869e-04
5.190000000000000169e-01,8.304861480046586697e-02,8.221367171281640518e-02,8.016633082737287253e-02,7.636852747029698740e-02,7.822071093285236365e-02,7.326771360228356844e-02,6.793740343426424300e-02,6.078325390918554172e-02,7.456474484117579793e-02,6.671024787568671788e-02,5.956638792731527160e-02,5.102974395533840801e-02,7.586199750212661852e-02,1.514309831579845333e-01,2.087847017710657560e-01,2.624588053012210098e-01,3.060513577435555396e-02,5.778414965794142349e-02,7.618748404263375740e-02,9.116848763944143674e-02,2.036218579381586860e-02,3.667125000443466343e-02,4.655539891560014215e-02,5.343529942754916828e-02,2.053157785412547398e-03,2.597302125333177981e-03,2.625457722369456664e-03,2.268711992001477568e-03,9.185328731536365320e-04,1.129655281737124107e-03,1.106812472108445640e-03,9.202094611628578585e-04,7.116421452478107011e-04,8.619457165275108560e-04,8.280804519810656657e-04,6.748968103901080168e-04
5.200000000000000178e-01,8.259600864547911314e-02,8.178461140517884198e-02,7.976700078720444509e-02,7.601287685212476664e-02,7.782221825378431157e-02,7.292898827755953106e-02,6.765116473896272409e-02,6.055672838835238214e-02,7.420410016368568507e-02,6.643009986067868744e-02,5.934637835963019886e-02,5.086991936084511029e-02,7.555695309321092124e-02,1.509095366722350284e-01,2.081692966955636104e-01,2.618602486352032965e-01,3.047681898861014094e-02,5.758809538440545078e-02,7.597821610179163188e-02,9.099158567105777862e-02,2.026776050168535223e-02,3.653734481619962809e-02,4.642124747806810475e-02,5.333015635778174529e-02,2.047480321204537320e-03,2.591595698207950580e-03,2.621800703393492842e-03,2.267780145678669704e-03,9.151488630602576608e-04,1.126248334189831456e-03,1.104437574873924502e-03,9.191439750512264781e-04,7.081815807046984131e-04,8.584355332277154036e-04,8.254643859279536941e-04,6.734258775789347170e-04
5.210000000000000187e-01,8.227852379851577358e-02,8.148345249654181943e-02,7.948679239754480319e-02,7.576363481697295787e-02,7.754655417240162441e-02,7.269469099323738748e-02,6.745334789675143383e-02,6.040042648608714981e-02,7.395570067489186383e-02,6.623734146700939462e-02,5.919520585686864622e-02,5.076027679368038531e-02,7.525797853012569649e-02,1.503877039912223101e-01,2.075393869056044172e-01,2.612233728311399439e-01,3.035501117489150177e-02,5.739542207565078574e-02,7.576399844804397599e-02,9.079610753101177711e-02,2.018292279029264280e-02,3.641283458317011446e-02,4.629110327078797549e-02,5.321957789170777414e-02,2.041928749921299250e-03,2.585837210425408553e-03,2.617919393801029348e-03,2.266466563485855165e-03,9.122550789440477502e-04,1.123355015370221732e-03,1.102483085132296850e-03,9.183591950004254146e-04,7.055145887019676756e-04,8.558105769580028922e-04,8.236261762076731727e-04,6.725361270517004860e-04
5.220000000000000195e-01,8.207660559656312915e-02,8.129178517485755040e-02,7.930866641663025796e-02,7.560570838085617362e-02,7.737602987908576146e-02,7.254994491509512977e-02,6.733148461506667515e-02,6.030456875856175791e-02,7.380346214328524501e-02,6.611963192230640995e-02,5.910327313224347789e-02,5.069392451630108654e-02,7.495241909151131865e-02,1.498437224331113093e-01,2.068689298698197510e-01,2.605220679446428877e-01,3.023427725354115025e-02,5.719767016659026149e-02,7.553558160195507354e-02,9.057386188648820780e-02,2.010358148124854680e-02,3.629177053522540664e-02,4.615882530768072867e-02,5.309846366284300123e-02,2.036420296699255165e-03,2.580041797640449282e-03,2.613872803209062352e-03,2.264853656646087163e-03,9.097518102555609805e-04,1.120899068430157011e-03,1.100893699867289046e-03,9.178218774730828892e-04,7.035042197675369377e-04,8.539369120126441342e-04,8.224528610025287059e-04,6.721455474205033191e-04
5.230000000000000204e-01,8.197115408611715948e-02,8.119155868738506254e-02,7.921582163366841511e-02,7.552409818689714838e-02,7.729329497730555443e-02,7.248004880852373932e-02,6.727314860662576834e-02,6.025930169949562931e-02,7.373155297736003200e-02,6.606470380108178664e-02,5.906094147694548185e-02,5.066385206863491253e-02,7.465336110401843417e-02,1.493035188881047803e-01,2.061932989970378105e-01,2.597990217304936289e-01,3.011895878858375855e-02,5.700375882344770745e-02,7.530542708062105961e-02,9.034024497231026019e-02,2.003148113653690013e-02,3.617817373951915522e-02,4.603036658168718070e-02,5.297445944756305758e-02,2.031016614820079034e-03,2.574206755571352336e-03,2.609652240828155226e-03,2.262949429722651336e-03,9.075995129061715638e-04,1.118803147987110658e-03,1.099594278252768878e-03,9.174748824436763364e-04,7.020568607572996939e-04,8.526872898210672951e-04,8.218260589420074182e-04,6.721626940056137393e-04
