wavelength,a_Ci_2_Deff_2,a_Ci_2_Deff_6,a_Ci_2_Deff_12,a_Ci_2_Deff_24,a_Ci_2_Deff_48,a_Ci_5_Deff_2,a_Ci_5_Deff_6,a_Ci_5_Deff_12,a_Ci_5_Deff_24,a_Ci_5_Deff_48,a_Ci_8_Deff_2,a_Ci_8_Deff_6,a_Ci_8_Deff_12,a_Ci_8_Deff_24,a_Ci_8_Deff_48,b_Ci_2_Deff_2,b_Ci_2_Deff_6,b_Ci_2_Deff_12,b_Ci_2_Deff_24,b_Ci_2_Deff_48,b_Ci_5_Deff_2,b_Ci_5_Deff_6,b_Ci_5_Deff_12,b_Ci_5_Deff_24,b_Ci_5_Deff_48,b_Ci_8_Deff_2,b_Ci_8_Deff_6,b_Ci_8_Deff_12,b_Ci_8_Deff_24,b_Ci_8_Deff_48,bb_Ci_2_Deff_2,bb_Ci_2_Deff_6,bb_Ci_2_Deff_12,bb_Ci_2_Deff_24,bb_Ci_3_Deff_48,bb_Ci_5_Deff_2,bb_Ci_5_Deff_6,bb_Ci_5_Deff_12,bb_Ci_5_Deff_24,bb_Ci_5_Deff_48,bb_Ci_8_Deff_2,bb_Ci_8_Deff_6,bb_Ci_8_Deff_12,bb_Ci_8_Deff_24,bb_Ci_8_Deff_48
5.160000000000000142e-01,6.282526313594011258e-02,4.642207194875799803e-02,3.358042298962707339e-02,2.237762059257152047e-02,1.571868866568004730e-02,5.040573024494612864e-02,3.077863039460355943e-02,1.941107522099091293e-02,1.127296604463701862e-02,7.174746481319476538e-03,4.261735971319094429e-02,2.310214512265894304e-02,1.356270991341550214e-02,7.449317913262606602e-03,4.594115416219085417e-03,2.852426434702654556e-01,2.154770109312511284e-01,1.045161917208288216e-01,4.541870954358370738e-02,2.387730853794312741e-02,9.894923902151103734e-02,6.995898231853288352e-02,3.432692169317250880e-02,1.551179754672601246e-02,8.577001632194960340e-03,5.689019149843706213e-02,3.833680093071582112e-02,1.934895707688508160e-02,9.128305304639277098e-03,5.207318553508424701e-03,2.100698598411298613e-03,7.114241275314273647e-04,2.854136814593354532e-04,1.099582861181474375e-04,5.227592481159345909e-05,7.901503286998899948e-04,2.340508576231380307e-04,9.087723668995267574e-05,3.655442111585247835e-05,1.896855116838165172e-05,5.363709203370752021e-04,1.531192879752088195e-04,6.005849811973126032e-05,2.523697687922416688e-05,1.369870086121219559e-05
5.170000000000000151e-01,6.182562710984462750e-02,4.584390421867720611e-02,3.324879093848043254e-02,2.222347118816046102e-02,1.564916576908423687e-02,4.973492480707820962e-02,3.051348713232053533e-02,1.930210893487187968e-02,1.123857785145723591e-02,7.164149308951539563e-03,4.213029793044788252e-02,2.295529658950678370e-02,1.351437364601222602e-02,7.437493997690810058e-03,4.591522029214598413e-03,2.851109421568286395e-01,2.160754576211142142e-01,1.049054897063138037e-01,4.559016124314319712e-02,2.395202793618761081e-02,9.902702648182350187e-02,7.026744133349295540e-02,3.447314549518121218e-02,1.555668918733102944e-02,8.590674502020907016e-03,5.692588748111306052e-02,3.850955689095081347e-02,1.942204120676662565e-02,9.147309076848094897e-03,5.212014748142345874e-03,2.112187636681695825e-03,7.168266823143739979e-04,2.878625169806913321e-04,1.108385427413802383e-04,5.260359801765321711e-05,7.921213028674259230e-04,2.347136741217115510e-04,9.108658542195978490e-05,3.657176107583071377e-05,1.893716159276484973e-05,5.351357720604729045e-04,1.527463886049676401e-04,5.981962540104282001e-05,2.507658551673496556e-05,1.358611296677775249e-05
5.180000000000000160e-01,6.089314492625791386e-02,4.530160633352250943e-02,3.293598509635335680e-02,2.207698374414001491e-02,1.558258472302996231e-02,4.910643034963994846e-02,3.026283696222091535e-02,1.919828330002491812e-02,1.120552902812744014e-02,7.153877220130165290e-03,4.167222206601587514e-02,2.281567140399845539e-02,1.346797903818321498e-02,7.426009138059033732e-03,4.588948263467803809e-03,2.849174862927572049e-01,2.166234570591623332e-01,1.052722636537077455e-01,4.575326732092551557e-02,2.402364310741265593e-02,9.907774273305612611e-02,7.055388961165695583e-02,3.461167450912922688e-02,1.559967529369959971e-02,8.603874508659457507e-03,5.694916802544357920e-02,3.867114316930218149e-02,1.949157101465283023e-02,9.165589402462856472e-03,5.216590147697269461e-03,2.123857693277325567e-03,7.217403779849201765e-04,2.901284807070718700e-04,1.116672962024160154e-04,5.291636644894520306e-05,7.945615389538784315e-04,2.353515904302332594e-04,9.128933578972638703e-05,3.659340295699769162e-05,1.891106641742018056e-05,5.344839438810955554e-04,1.524466041867670609e-04,5.961150551621622397e-05,2.493372201934364907e-05,1.348486567120702665e-05
5.190000000000000169e-01,6.002904953090559825e-02,4.479653056413165912e-02,3.264311767447010404e-02,2.193886439350005435e-02,1.551934624638949892e-02,4.852176310307394769e-02,3.002772857103062909e-02,1.910018111180934730e-02,1.117405108231890945e-02,7.144015878070503547e-03,4.124461512429876409e-02,2.268400456969037193e-02,1.342384488609935436e-02,7.414964401164871738e-03,4.586425929953415366e-03,2.846982848070276906e-01,2.171262969309290247e-01,1.056153690608900991e-01,4.590713664220212598e-02,2.409168924039411727e-02,9.911327662127582261e-02,7.081981479197632656e-02,3.474201339497934998e-02,1.564047637454919412e-02,8.616497626287937181e-03,5.696621054923133032e-02,3.882226533860205775e-02,1.955730942923958673e-02,9.183023540723617151e-03,5.221003021016574867e-03,2.135679941880030269e-03,7.260974919547192414e-04,2.921621659028452258e-04,1.124272997066182194e-04,5.320828794326348072e-05,7.974214094325785332e-04,2.359564642011664401e-04,9.147874493631218758e-05,3.661677393079404078e-05,1.888930628658636265e-05,5.343670705552745152e-04,1.522139757769968562e-04,5.943115615287032513e-05,2.480710059815678992e-05,1.339435144885224822e-05
5.200000000000000178e-01,5.923436114819208287e-02,4.432996770987795987e-02,3.237127884123300325e-02,2.180981069094223290e-02,1.545985057580450892e-02,4.798227795598480894e-02,2.980917681354687543e-02,1.900837731141834241e-02,1.114437536448718152e-02,7.134651916521416587e-03,4.084882632049508661e-02,2.256101549963823033e-02,1.338229004880179054e-02,7.404461972123596233e-03,4.583987427800259064e-03,2.844160526847752668e-01,2.175755139605293209e-01,1.059336372807327120e-01,4.605124398755042203e-02,2.415582519641080658e-02,9.911976770111560753e-02,7.106102546624917804e-02,3.486327171366970096e-02,1.567886577835841261e-02,8.628465263872897584e-03,5.696898584598588527e-02,3.896017514534482612e-02,1.961861140170726922e-02,9.199475318144674160e-03,5.225216537583832026e-03,2.147761826202781305e-03,7.298831461586618519e-04,2.939339995846727035e-04,1.131112136889024917e-04,5.347701283541396179e-05,8.007040453542015783e-04,2.365351504863692539e-04,9.165235585868668450e-05,3.664100612400624023e-05,1.887151474274188225e-05,5.347678324059769494e-04,1.520502658312617437e-04,5.927746669029155006e-05,2.469616397553591039e-05,1.331422540095433186e-05
5.210000000000000187e-01,5.851019083301151058e-02,4.390314478056092651e-02,3.212153670276828021e-02,2.169050890673695359e-02,1.540449377686187518e-02,4.748932584897402887e-02,2.960813952850718800e-02,1.892342967482476407e-02,1.111672987803168436e-02,7.125871511983178710e-03,4.048617707867373933e-02,2.244738891032514727e-02,1.334362705377091854e-02,7.394603641194432211e-03,4.581665192645853653e-03,2.841060550667897089e-01,2.179765162206296625e-01,1.062259341403949259e-01,4.618470496725584490e-02,2.421559143809059664e-02,9.910896414263525855e-02,7.127911322900523650e-02,3.497499174093437330e-02,1.571456763015038199e-02,8.639672402097493473e-03,5.696365095547380880e-02,3.908564006296813553e-02,1.967526044942692273e-02,9.214824656187595511e-03,5.229188942881387615e-03,2.160144264554571519e-03,7.331151342757498109e-04,2.953815104738272677e-04,1.136991491022541946e-04,5.371748108381322229e-05,8.043865954829215780e-04,2.370965436328660266e-04,9.180075180858794084e-05,3.666291362187349030e-05,1.885682432551358367e-05,5.356563603173521496e-04,1.519576534754954315e-04,5.914646282394939836e-05,2.459957732139282267e-05,1.324405476109746011e-05
5.220000000000000195e-01,5.785744080173477188e-02,4.351712738203611375e-02,3.189487167274172863e-02,2.158162401475802877e-02,1.535366229169471755e-02,4.704408581077960949e-02,2.942549873313329845e-02,1.884587303067467717e-02,1.109134291134056954e-02,7.117762222590489143e-03,4.015784206601979989e-02,2.234376460915474261e-02,1.330816009999075122e-02,7.385493192277050103e-03,4.579493029781987225e-03,2.837321826269052494e-01,2.183212597389262433e-01,1.064912084855406255e-01,4.630702442233135957e-02,2.427065825778617139e-02,9.906745858455835718e-02,7.147012243451290880e-02,3.507634334051035890e-02,1.574736048968159580e-02,8.650039774475074342e-03,5.694244341202804593e-02,3.919605890165251544e-02,1.972664785201622140e-02,9.228937885847271830e-03,5.232882906723887277e-03,2.172962071825662242e-03,7.359934513617646945e-04,2.964700312912934622e-04,1.141467396493741932e-04,5.391524838172197714e-05,8.084886317804806889e-04,2.376850179261288823e-04,9.191495526966819241e-05,3.667347434793704784e-05,1.884219960328708840e-05,5.370303375210472166e-04,1.519534900179622151e-04,5.903290720281408494e-05,2.451295695010413135e-05,1.318222436548490767e-05
5.230000000000000204e-01,5.727712512155391789e-02,4.317285426407613258e-02,3.169203650861357469e-02,2.148370184007194345e-02,1.530770780576808099e-02,4.664774558097471713e-02,2.926204400329336652e-02,1.877616357519020646e-02,1.106841567645872743e-02,7.110405740692826715e-03,3.986497232543700919e-02,2.225071807826878301e-02,1.327615395080663022e-02,7.377223324384753894e-03,4.577502494843340569e-03,2.833290220384047653e-01,2.186153588990654151e-01,1.067286683654529167e-01,4.641747305236184479e-02,2.432061605612288041e-02,9.900688871605488328e-02,7.163580173557376751e-02,3.516697400986851241e-02,1.577699689272020825e-02,8.659467456598759355e-03,5.691152425480851262e-02,3.929231688693174407e-02,1.977261072254265714e-02,9.241705534390853849e-03,5.236258045297587441e-03,2.186221732384733933e-03,7.389276080076109549e-04,2.974098909672964666e-04,1.144876067412589095e-04,5.405997770792692644e-05,8.129854644322746576e-04,2.383859307039705455e-04,9.202509029777235249e-05,3.667135712779620940e-05,1.882336542121564176e-05,5.388654716509564888e-04,1.520730426452072904e-04,5.894627924637876811e-05,2.443423356738736181e-05,1.312661982561355853e-05
5.240000000000000213e-01,5.677004845155159130e-02,4.287125434077884711e-02,3.151376360241790742e-02,2.139722187823771271e-02,1.526692228153133865e-02,4.630131620458693975e-02,2.911850722957899651e-02,1.871469450798641382e-02,1.104810613071478820e-02,7.103861712549230933e-03,3.960856370924698694e-02,2.216877106450826362e-02,1.324782856652882701e-02,7.369863260197770383e-03,4.575715160911098846e-03,2.828616618231713509e-01,2.188509701425258303e-01,1.069374936144169980e-01,4.651574110812535523e-02,2.436522925512366392e-02,9.891434195219706016e-02,7.177242639309686090e-02,3.524621228393709504e-02,1.580332979153047449e-02,8.667905241962828300e-03,5.686343960827574401e-02,3.937199402238001494e-02,1.981264382981495764e-02,9.253033145755183014e-03,5.239290544993635036e-03,2.199975831339641939e-03,7.423763180567429388e-04,2.985734736168507643e-04,1.149094549726999300e-04,5.423842441615131678e-05,8.178813977643895798e-04,2.393154680551262139e-04,9.222103694600885756e-05,3.669593741020738713e-05,1.881622967693859130e-05,5.411582419967629317e-04,1.523716598345180198e-04,5.892681093519540293e-05,2.437895898033489282e-05,1.308272322215072175e-05
5.250000000000000222e-01,5.633709473927456246e-02,4.261334702809746466e-02,3.136094470279310320e-02,2.132281029057816329e-02,1.523167370811522731e-02,4.600579701173729275e-02,2.899561602472841559e-02,1.866188611952587784e-02,1.103060548506606606e-02,7.098209763021353855e-03,3.938957244255364420e-02,2.209842378060881268e-02,1.322340206522917838e-02,7.363487824924816114e-03,4.574156899114153151e-03,2.823640612636073022e-01,2.190333936642087920e-01,1.071166441444834083e-01,4.660099509305486859e-02,2.440406725391106729e-02,9.880138675030175621e-02,7.188177291251397760e-02,3.531372803957747580e-02,1.582612002327757339e-02,8.675255408572194946e-03,5.680438591595020348e-02,3.943605425100656092e-02,1.984663287961799250e-02,9.262830200998413768e-03,5.241946254304525286e-03,2.214096711415079223e-03,7.465083062286410800e-04,3.000398693477589738e-04,1.153429813406131897e-04,5.439278965977064776e-05,8.231196944453439803e-04,2.405288064367308684e-04,9.255548322131601285e-05,3.675726573030547691e-05,1.881940326228911177e-05,5.438732085388576793e-04,1.528816719783360960e-04,5.900809818235391792e-05,2.435858707636469442e-05,1.305320059835090676e-05
5.260000000000000231e-01,5.597894249846646630e-02,4.240009566164248955e-02,3.123424496560865682e-02,2.126085581032297056e-02,1.520221244250912623e-02,4.576201307078096858e-02,2.889409021030198144e-02,1.861814310728329702e-02,1.101607216940592160e-02,7.093510436443952946e-03,3.920880055025782046e-02,2.204017257603251012e-02,1.320310303131901064e-02,7.358170731061734401e-03,4.572851104790574828e-03,2.818025193598945877e-01,2.191548766182097041e-01,1.072651940670723697e-01,4.667295631720791427e-02,2.443692366823928958e-02,9.865565588313397749e-02,7.196020748373295473e-02,3.536881610075651855e-02,1.584520930917431014e-02,8.681464133275853742e-03,5.672726640851660090e-02,3.948216810557592799e-02,1.987406817718719715e-02,9.270996528077923501e-03,5.244199172405129838e-03,2.228490578888717415e-03,7.511941183420323045e-04,3.019029439140501095e-04,1.159009822293696556e-04,5.456526720199662313e-05,8.286669121285484023e-04,2.419962962108024871e-04,9.303980287952016612e-05,3.687197682727582553e-05,1.884000425587408793e-05,5.469916459046217068e-04,1.535942711062754026e-04,5.919602243178427473e-05,2.437931655683034472e-05,1.304071420630134595e-05
5.270000000000000240e-01,5.569629943939097272e-02,4.223233876093532291e-02,3.113427182230210644e-02,2.121166606603312049e-02,1.517869666516684021e-02,4.557074457231542752e-02,2.881457924183031261e-02,1.858383461791882768e-02,1.100464027148013307e-02,7.089807337325426326e-03,3.906698603538161230e-02,2.199447841961020556e-02,1.318715308850655285e-02,7.353981363954464542e-03,4.571817694972735331e-03,2.812103669822491603e-01,2.192211863130828775e-01,1.073823629491953147e-01,4.673097448653742297e-02,2.446350612908717789e-02,9.848868440445006367e-02,7.200964013484181803e-02,3.541118144007113222e-02,1.586039490782495745e-02,8.686460774870488968e-03,5.663834652094330846e-02,3.951137431174472220e-02,1.989482994521233825e-02,9.277441676075861079e-03,5.246018915529108116e-03,2.242885783600949770e-03,7.560026677522562431e-04,3.040198634027314623e-04,1.166871180327396586e-04,5.486871702647505003e-05,8.344252406521017289e-04,2.435912689547807075e-04,9.361490354633679174e-05,3.704073160494497874e-05,1.888835944104942015e-05,5.504591133769302360e-04,1.544477636695089167e-04,5.945823527199972327e-05,2.443569685068956772e-05,1.304612336599354791e-05
5.280000000000000249e-01,5.548964544934936738e-02,4.211074400181422095e-02,3.106172600738105194e-02,2.117579939959798874e-02,1.516148033982785831e-02,4.543257609263465224e-02,2.875761678916510800e-02,1.855931394695187892e-02,1.099648413127633437e-02,7.087177357945723469e-03,3.896469564379181905e-02,2.196173382225279080e-02,1.317575853108740244e-02,7.350998706267956526e-03,4.571085412196656053e-03,2.805550649579323652e-01,2.192256959843145447e-01,1.074678797667251717e-01,4.677490596030886572e-02,2.448360988287563017e-02,9.828869854317801025e-02,7.202687714030324428e-02,3.544026908085409766e-02,1.587152633758632733e-02,8.690180121158375473e-03,5.653094126129522279e-02,3.952159076355806627e-02,1.990847010722008800e-02,9.282066181023848964e-03,5.247374903342599470e-03,2.257082617029855694e-03,7.603919706839790691e-04,3.058019432948621652e-04,1.172682994453536613e-04,5.505677808947456790e-05,8.403284730946594715e-04,2.451596246551331765e-04,9.414616120512942128e-05,3.718579204848456951e-05,1.892697999583536821e-05,5.542408853680022259e-04,1.553638532093873609e-04,5.973370955297031294e-05,2.449784772037182437e-05,1.305674508898317395e-05
5.290000000000000258e-01,5.535946737172092735e-02,4.203574724453915112e-02,3.101698988704312820e-02,2.115347467618731298e-02,1.515066483854684079e-02,4.534802584030160622e-02,2.872356823863708719e-02,1.854480947890337073e-02,1.099170391511864603e-02,7.085657592177755162e-03,3.890241397150934199e-02,2.194221977799237083e-02,1.316906103196988087e-02,7.349273918205462969e-03,4.570671154907274616e-03,2.798692040427057104e-01,2.191748075679204322e-01,1.075216902528091378e-01,4.680451353934995257e-02,2.449713557428450858e-02,9.806720392896749183e-02,7.201428536228075827e-02,3.545608012992834679e-02,1.587850593388907133e-02,8.692584926247000701e-03,5.641140902500334231e-02,3.951415395095365934e-02,1.991501748091782653e-02,9.284821102788068381e-03,5.248247307056761249e-03,2.270740931794080087e-03,7.638926287072922384e-04,3.068619082445831815e-04,1.175009100566944825e-04,5.511569468746287868e-05,8.462549216708641466e-04,2.465610750925056860e-04,9.453363937420726276e-05,3.726650134605643795e-05,1.894394195355640921e-05,5.582699464330680020e-04,1.562674796792306079e-04,5.997351767748426379e-05,2.454636976729149142e-05,1.306615519205632221e-05
5.300000000000000266e-01,5.530602727347466718e-02,4.200752602133062119e-02,3.100011191623686102e-02,2.114470542501865197e-02,1.514629015570277334e-02,4.531740710881988765e-02,2.871262137848992757e-02,1.854039619905463454e-02,1.099031356345933630e-02,7.085250094209693400e-03,3.888044209528700168e-02,2.193609358714716795e-02,1.316711921528586696e-02,7.348818696941334522e-03,4.570576200742209987e-03,2.791212432779288100e-01,2.190620757811903019e-01,1.075434401056061251e-01,4.681973988391236602e-02,2.450400287534484564e-02,9.781300975494945649e-02,7.196916994270056989e-02,3.545836422093549822e-02,1.588134102491432081e-02,8.693682064647417079e-03,5.627350039950351768e-02,3.948737887781220840e-02,1.991423472243177353e-02,9.285692231042863565e-03,5.248638419068865461e-03,2.283634267041907782e-03,7.663612202696423866e-04,3.073014383913902511e-04,1.175550956548606686e-04,5.513073902614415699e-05,8.521266949013592534e-04,2.477399270071763376e-04,9.478085726955422371e-05,3.730750732045684396e-05,1.895391710364161117e-05,5.625051203785523231e-04,1.571237399560258211e-04,6.017138893022198264e-05,2.458706962407737091e-05,1.307863474700194772e-05
5.310000000000000275e-01,5.532784430115622598e-02,4.202500735562522682e-02,3.101043855039491148e-02,2.114923097684659470e-02,1.514825757866119019e-02,4.533972787018077100e-02,2.872427348724555796e-02,1.854582693597647131e-02,1.099223116518697682e-02,7.085930820143625589e-03,3.889806777767684104e-02,2.194308401020842597e-02,1.316981840586637503e-02,7.349598227990803909e-03,4.570791053164767991e-03,2.783440313762318152e-01,2.188950672114637619e-01,1.075337121211696473e-01,4.682064424041681994e-02,2.450425629747523051e-02,9.753818891545211478e-02,7.189489023523930322e-02,3.544759231739610938e-02,1.588008366886899114e-02,8.693479969991197223e-03,5.612401211709894949e-02,3.944332312769380233e-02,1.990647897251612841e-02,9.284728902019928273e-03,5.248556762971495586e-03,2.295434800719689614e-03,7.679172932294634022e-04,3.073344382109542130e-04,1.175080442831989344e-04,5.511586034243899749e-05,8.578193583451729871e-04,2.487037114221988957e-04,9.493218280209955327e-05,3.732987805575900287e-05,1.896279298144020535e-05,5.668724563884537790e-04,1.579271460181148434e-04,6.034333164136080501e-05,2.462907154110524153e-05,1.309718275729542197e-05
5.320000000000000284e-01,5.541628468552889375e-02,4.208277157709969241e-02,3.104476241780050605e-02,2.116551430923038768e-02,1.515583592704837848e-02,4.540890871203101531e-02,2.875581877928551355e-02,1.855989939005443790e-02,1.099705576065151263e-02,7.087568626811532185e-03,3.895073658949623624e-02,2.196161505239261486e-02,1.317657941278072703e-02,7.351455620468202654e-03,4.571275452568134522e-03,2.775126029435260877e-01,2.186743976515492516e-01,1.074962546477672559e-01,4.680905883996995531e-02,2.449870533558779970e-02,9.723526276297200788e-02,7.179260037948742568e-02,3.542516858898391019e-02,1.587524633285758088e-02,8.692144206960017438e-03,5.595887079676497428e-02,3.938268902263999949e-02,1.989244083748513414e-02,9.282153269484795174e-03,5.248063701499398361e-03,2.305982607441295004e-03,7.688886310783025861e-04,3.071722867670969182e-04,1.174016746514639495e-04,5.507798630402970847e-05,8.632554773757111733e-04,2.495186769608293584e-04,9.503945706718623264e-05,3.734656996381466825e-05,1.897292950404661852e-05,5.713057077286796221e-04,1.586988638848270134e-04,6.051073905887315702e-05,2.467807961868666723e-05,1.312257851115380765e-05
5.330000000000000293e-01,5.556107816565114543e-02,4.217437939631757393e-02,3.109917790787410097e-02,2.119164172060161028e-02,1.516810918732287849e-02,4.551766752599151200e-02,2.880400301212593384e-02,1.858115981669392069e-02,1.100429280816751093e-02,7.089999033482364058e-03,3.903297464819251855e-02,2.198977412843948487e-02,1.318670172317119513e-02,7.354199903162932095e-03,4.571979723517432918e-03,2.766644194289386016e-01,2.184144110156688856e-01,1.074357940562381958e-01,4.678695713289077879e-02,2.448827079308895510e-02,9.691921948418880106e-02,7.166927478701844156e-02,3.539320976738531688e-02,1.586741790668995747e-02,8.689859578421643346e-03,5.578656210879028715e-02,3.930972538650845394e-02,1.987335431063841709e-02,9.278248052905651438e-03,5.247229668158885814e-03,2.315024041994421557e-03,7.695420386632737669e-04,3.070077269210738820e-04,1.172829964356020320e-04,5.502661332143677389e-05,8.683144049631788975e-04,2.502452030372598162e-04,9.514650953942076141e-05,3.736856354724896499e-05,1.898646521082041159e-05,5.757061183865025801e-04,1.594597409984270390e-04,6.069130438042845351e-05,2.473803163703500155e-05,1.315509154059670746e-05
5.340000000000000302e-01,5.575188424121435560e-02,4.229355820608926564e-02,3.116982899438741628e-02,2.122564048466216158e-02,1.518411996192310653e-02,4.565867700488698833e-02,2.886562995523031527e-02,1.860818123482079617e-02,1.101344567702118929e-02,7.093053749582587178e-03,3.913926997873933000e-02,2.202567166722962239e-02,1.319949849650635040e-02,7.357642033394918082e-03,4.572854050560203922e-03,2.757762049997345422e-01,2.181168504310481704e-01,1.073568430997585421e-01,4.675676842025180968e-02,2.447408887535586219e-02,9.658343014772366453e-02,7.152674521073883185e-02,3.535343781024477550e-02,1.585724487715340150e-02,8.686844555308938579e-03,5.560350913892847524e-02,3.922556209419702372e-02,1.985007557863798303e-02,9.273286073570438312e-03,5.246131888836109113e-03,2.322430073204828811e-03,7.699355004249410894e-04,3.069533887664950165e-04,1.172437144414966608e-04,5.500250875405072798e-05,8.729232878755746735e-04,2.509180795970503445e-04,9.527984693335746430e-05,3.740734693590862052e-05,1.900744966047944400e-05,5.800007881319694126e-04,1.602249759850383820e-04,6.089574139530627093e-05,2.481168965986346861e-05,1.319501593791239041e-05
5.350000000000000311e-01,5.597851943607712322e-02,4.243420869920683236e-02,3.125320164563481773e-02,2.126578392257485323e-02,1.520301672707962889e-02,4.582472031417275660e-02,2.893758126636442052e-02,1.863960807575307937e-02,1.102405275420849373e-02,7.096577800733366512e-03,3.926420423668874893e-02,2.206746575837503083e-02,1.321431262338613327e-02,7.361603943971591416e-03,4.573852242046553586e-03,2.748841352504517443e-01,2.177952909730512809e-01,1.072632021289333243e-01,4.672000091962900253e-02,2.445692471794776515e-02,9.624234852175950206e-02,7.137171921412704956e-02,3.530780525972562062e-02,1.584525233139503358e-02,8.683264017842079810e-03,5.541787375804471671e-02,3.913429039243825069e-02,1.982377249751385989e-02,9.267529464050039759e-03,5.244834764309491866e-03,2.327993972175467288e-03,7.698431142110042421e-04,3.067292927062603767e-04,1.171564577959891473e-04,5.496673359800011794e-05,8.769721771494582482e-04,2.515121399881218569e-04,9.541369613742044340e-05,3.745247075145175615e-05,1.903256683411751256e-05,5.840910031025659628e-04,1.609844320156933223e-04,6.111760730060432725e-05,2.489588546256971260e-05,1.324082495234921328e-05
5.360000000000000320e-01,5.623076396145176847e-02,4.259014191737015009e-02,3.134564054295289892e-02,2.131027949006164546e-02,1.522393292369202816e-02,4.600858733930306144e-02,2.901678739355366410e-02,1.867411728534654897e-02,1.103567069446890342e-02,7.100424877107760699e-03,3.940238332434707613e-02,2.211336485851630312e-02,1.323051526996582225e-02,7.365918487055835712e-03,4.574932061897215956e-03,2.739654039354599835e-01,2.174512633465712774e-01,1.071586177092229281e-01,4.667841986052267966e-02,2.443757148430740489e-02,9.588941073917857383e-02,7.120586854876975735e-02,3.525784895988408330e-02,1.583197829421569003e-02,8.679289094232234616e-03,5.522607158780423742e-02,3.903691798554993070e-02,1.979522047456964626e-02,9.261216970589600944e-03,5.243402833453020447e-03,2.331651821254624325e-03,7.691158902360986085e-04,3.061038402223043367e-04,1.168796629034012563e-04,5.485606425725846118e-05,8.804004725041933649e-04,2.519936134666072637e-04,9.550587522440179744e-05,3.748183940010244757e-05,1.905274270042291764e-05,5.879033221965803682e-04,1.617191545185192104e-04,6.134121416453591259e-05,2.498317530398325175e-05,1.328933529849131289e-05
5.370000000000000329e-01,5.649857104492628235e-02,4.275503025972485216e-02,3.144317531467873128e-02,2.135713093424445458e-02,1.524592270870796587e-02,4.620322482689818988e-02,2.910019057075170779e-02,1.871035003917001505e-02,1.104783053625188471e-02,7.104437551762805489e-03,3.954854007422268364e-02,2.216161252984027996e-02,1.324748368206592544e-02,7.370418184550904181e-03,4.576050813977521579e-03,2.730549057129950663e-01,2.170985286354910893e-01,1.070476087792635728e-01,4.663401705514163414e-02,2.441700596326911235e-02,9.553844957639069657e-02,7.103573351053402152e-02,3.520551572596920115e-02,1.581795442102972710e-02,8.675087351326602955e-03,5.503583986358235453e-02,3.893735580216867859e-02,1.976553861588364533e-02,9.254597910968271127e-03,5.241896423585078700e-03,2.333299832707390938e-03,7.678778647036908463e-04,3.053046829024492733e-04,1.165791191276505844e-04,5.474707205953452361e-05,8.831211755117396398e-04,2.523471329382759895e-04,9.555527042474390670e-05,3.749953709790765431e-05,1.907042244821628954e-05,5.913438776663394866e-04,1.624061303685363092e-04,6.155538882378862580e-05,2.506949188560949734e-05,1.333880826649498001e-05
5.380000000000000338e-01,5.677190306413049115e-02,4.292265526820870924e-02,3.154211458493848264e-02,2.140458919131985049e-02,1.526816566352084611e-02,4.640162488278362640e-02,2.918477969774289915e-02,1.874697395557963636e-02,1.106008255253740011e-02,7.108468681657422947e-03,3.969748629832991343e-02,2.221049872146113602e-02,1.326460847688693684e-02,7.374939498327548124e-03,4.577167323913109917e-03,2.721302766078741997e-01,2.167389020237895925e-01,1.069347116359001676e-01,4.658902281450827410e-02,2.439619431004244263e-02,9.518289550456454640e-02,7.086292567036207857e-02,3.515240676730334302e-02,1.580376762436879953e-02,8.670850305348804313e-03,5.484351584910145821e-02,3.883649713975526746e-02,1.973547619433365513e-02,9.247908956585488768e-03,5.240380259238808583e-03,2.332973245200463137e-03,7.664041018422692534e-04,3.045366069056457473e-04,1.163124243988356617e-04,5.465056091946006347e-05,8.850974531109530004e-04,2.525962943089843067e-04,9.558914701358954373e-05,3.751763361698162279e-05,1.908935815092307930e-05,5.943451158576870804e-04,1.630354021330286587e-04,6.176007461689942909e-05,2.515528706691812764e-05,1.338897072305780983e-05
5.390000000000000346e-01,5.704092813871147749e-02,4.308705110145349959e-02,3.163898749358277918e-02,2.145098182928996400e-02,1.528986946229476951e-02,4.659694378045393937e-02,2.926763208684479700e-02,1.878272512500686608e-02,1.107200999180094764e-02,7.112383818910784569e-03,3.984416201459947682e-02,2.225836046969405235e-02,1.328130292096234635e-02,7.379328198322458385e-03,4.578243900642323810e-03,2.712251855706691028e-01,2.163854983683221600e-01,1.068241048260171883e-01,4.654520978636585149e-02,2.437598560669643893e-02,9.483592874333272860e-02,7.069373011426430264e-02,3.510041946896229337e-02,1.578993155129369136e-02,8.666735108899604675e-03,5.465637592075253681e-02,3.873804877637188060e-02,1.970610795266609580e-02,9.241390390541162278e-03,5.238911740345041090e-03,2.330671279947045885e-03,7.648808285989104139e-04,3.038446425805989737e-04,1.160754954526106627e-04,5.456392641252226950e-05,8.862742662468961041e-04,2.527615049655037118e-04,9.562224389586314137e-05,3.753954346653199113e-05,1.910989796139453132e-05,5.968260047782447024e-04,1.635975063046054179e-04,6.195610292756831142e-05,2.524064706990155875e-05,1.343923239008876818e-05
